age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
1,Self-emp-not-inc,303692,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,0
0,Private,235853,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,0
1,Private,54608,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,0
3,State-gov,135388,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,0
1,Private,35378,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,1
0,Private,91525,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,1,United-States,0
2,Self-emp-not-inc,199143,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,2,0,2,United-States,1
3,Private,189728,HS-grad,9,Separated,Priv-house-serv,Not-in-family,White,Female,0,0,3,United-States,0
3,Private,117849,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,0
2,Private,111268,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,0
2,State-gov,136996,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,3,United-States,0
1,Private,190525,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,1
4,Self-emp-not-inc,144071,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,1,0,0,El-Salvador,0
3,Private,414448,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,,0
4,Private,175942,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,,1
1,Private,107236,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,0
2,Private,218490,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,0
2,Private,247111,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,1
3,Self-emp-inc,210736,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,0
2,Private,81132,Some-college,10,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,3,United-States,1
0,Private,190107,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,0
4,Private,116901,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,0
2,Private,181020,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,2,United-States,0
4,Private,178120,HS-grad,9,Widowed,Priv-house-serv,Other-relative,Black,Female,0,0,0,United-States,0
0,Private,22966,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,0
1,State-gov,209768,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,0
3,Private,106255,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
4,Federal-gov,101626,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,1
4,,81761,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,0
3,Local-gov,33114,11th,7,Divorced,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,0,0,3,United-States,0
0,Private,177287,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Female,0,0,2,United-States,0
0,Local-gov,223326,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,2,1,United-States,0
1,,164940,HS-grad,9,Separated,,Unmarried,Black,Female,0,0,1,United-States,0
0,Private,216825,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,1,Mexico,0
0,Private,251923,11th,7,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
3,Private,447554,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,2,United-States,1
2,Private,175674,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,1
2,Federal-gov,284403,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,2,United-States,0
2,Private,57691,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Male,0,4,4,United-States,0
1,Private,121427,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,2,United-States,0
1,Private,241306,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,0
0,Private,284737,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,0
4,Self-emp-not-inc,205246,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,4,3,United-States,1
1,Private,148069,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,2,United-States,0
3,Private,268913,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,Iran,0
3,Private,102346,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,,0
1,Private,176992,10th,6,Never-married,Craft-repair,Unmarried,White,Male,0,0,2,United-States,0
3,Private,188515,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
0,Private,111058,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Male,0,0,2,United-States,0
1,Private,54595,12th,8,Never-married,Sales,Not-in-family,Black,Female,0,0,2,United-States,0
4,Private,207391,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,0
0,Private,135716,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,0
1,Private,112115,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,1
1,Local-gov,182971,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2,2,United-States,1
0,Private,224238,12th,8,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,0
3,Local-gov,204397,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,0
3,State-gov,182907,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,0
3,Private,102092,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
0,,165350,HS-grad,9,Separated,,Not-in-family,Black,Male,0,0,3,Germany,0
2,Private,56962,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,1
2,Self-emp-inc,348886,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,1
2,Federal-gov,60267,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,1
2,Private,190044,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,0
0,Private,220098,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,0
0,Private,278130,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,0
0,Private,202284,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,0
1,Private,259652,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,0
4,Private,101077,Assoc-acdm,12,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,0,0,1,United-States,0
3,Private,128460,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,0
4,Local-gov,176671,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,0
3,Local-gov,114508,9th,5,Separated,Other-service,Other-relative,White,Female,0,0,2,United-States,0
3,Federal-gov,54566,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,0
1,Private,132601,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,0
4,,182836,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,2,United-States,1
3,Self-emp-not-inc,126077,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,0
1,Private,179008,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,0
1,State-gov,287908,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,2,United-States,0
0,Private,275357,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,0
0,Private,59948,9th,5,Never-married,Adm-clerical,Unmarried,Black,Female,1,0,0,United-States,0
2,Private,259463,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
2,Private,212245,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
1,Private,41493,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,Canada,0
4,Private,173796,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2,2,United-States,1
1,,257250,HS-grad,9,Never-married,,Own-child,White,Male,0,0,2,United-States,0
3,Private,29128,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,0,United-States,0
2,Private,204158,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,2,0,3,United-States,1
4,Private,98586,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,1
1,Federal-gov,59951,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,2,United-States,0
0,Private,168009,10th,6,Married-civ-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,0,0,2,Vietnam,0
1,Private,249716,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,0
3,Private,194995,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,0
3,Self-emp-inc,197332,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,0
3,Private,259363,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,1
4,Private,39212,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,200973,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,0
0,Self-emp-not-inc,143062,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,2,Greece,0
1,Private,144322,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,0
3,Private,133729,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,0
0,Private,181820,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,0
2,Private,87556,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,3,United-States,1
2,Self-emp-not-inc,104196,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,0
0,Private,300379,12th,8,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,0
4,Private,183735,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,0
0,Private,33644,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,3,United-States,0
3,Private,226735,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,4,United-States,1
2,State-gov,26880,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,1,2,United-States,0
3,State-gov,80282,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,0
0,Private,260254,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,0
2,Private,889965,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,1,0,1,United-States,0
1,Private,229732,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,0
2,Private,206253,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,2,2,United-States,0
2,Private,157217,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,2,United-States,0
1,Local-gov,222900,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,1
4,,251572,HS-grad,9,Widowed,,Not-in-family,White,Male,0,0,1,Poland,0
3,Private,184098,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,1
2,Local-gov,311080,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,1
1,Private,47707,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,2,United-States,0
1,Private,96245,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,2,United-States,0
2,Self-emp-not-inc,69333,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,0
1,Private,203488,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,1
3,Private,117058,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,0
2,Self-emp-inc,63322,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,0
1,Private,203674,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,1,2,United-States,0
3,Private,197683,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,2,United-States,1
4,Self-emp-not-inc,151369,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,1,United-States,1
3,Private,30008,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,0
1,Self-emp-not-inc,201292,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,0
1,Private,350853,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,,0
3,Private,189680,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Italy,1
1,Federal-gov,210926,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,2,United-States,0
2,Private,104719,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,0
1,Federal-gov,339388,Assoc-acdm,12,Divorced,Other-service,Unmarried,White,Male,0,0,2,United-States,0
0,Private,115458,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,0
1,Private,369027,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,2,United-States,0
4,Private,35015,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,4,United-States,0
3,Private,147002,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,0,0,2,Puerto-Rico,0
4,Private,165020,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,0
0,Private,198366,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,0,United-States,0
1,Private,192384,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,0
2,Self-emp-not-inc,33234,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,1
2,State-gov,305541,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,3,United-States,0
0,Private,361487,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,0
1,Private,222637,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,3,Puerto-Rico,0
0,,509629,Some-college,10,Never-married,,Own-child,White,Female,0,0,1,United-States,0
1,Self-emp-not-inc,180607,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,2,United-States,0
2,Private,390369,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,1
4,State-gov,312286,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,0
2,Self-emp-inc,304906,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,1
1,Private,232855,Some-college,10,Separated,Other-service,Unmarried,Black,Female,0,0,2,United-States,0
2,Private,108859,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Female,0,0,2,United-States,0
3,Private,914061,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,0
3,Federal-gov,306707,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,0,United-States,0
2,Private,333305,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,0
1,Self-emp-not-inc,234537,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,0
3,Private,209057,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,1
4,Private,187891,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,0
3,Self-emp-inc,229259,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
3,Private,94638,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
0,,115258,11th,7,Never-married,,Own-child,White,Male,0,0,0,United-States,0
2,Private,119679,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,2,United-States,0
3,State-gov,231495,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,3,United-States,1
3,Private,150999,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,1
0,Private,41526,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,1,Canada,0
3,Private,37237,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,1
0,Private,145119,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,0,United-States,0
1,Local-gov,143392,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,0
4,Private,375868,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,0
2,Private,187999,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,1
1,State-gov,147215,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,3,United-States,1
0,,860348,Some-college,10,Never-married,,Own-child,Black,Female,0,0,1,United-States,0
2,Private,148485,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,0
4,Self-emp-not-inc,219220,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,2,Germany,0
1,Private,200511,HS-grad,9,Separated,Farming-fishing,Not-in-family,White,Male,0,0,3,United-States,0
3,Private,82783,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
2,,468706,HS-grad,9,Married-civ-spouse,,Husband,Black,Male,0,0,2,United-States,0
1,Private,379959,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,2,United-States,0
3,Self-emp-not-inc,51499,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,0
0,Private,255161,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,0
0,Private,102607,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,0
3,Private,156430,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
0,Private,181313,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,0
0,Private,289909,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,0
1,Private,167031,Bachelors,13,Never-married,Prof-specialty,Unmarried,Other,Female,0,0,1,United-States,0
